Symbol,Date,Close,R3M,R6M,R9M,R12M,RS_Blend,MA_30W,MA_30W_Slope_10S_Pct,Stage,MA_10W,High_52W,Near_52W_High,Low_52W,Volume_Ratio,U_D,AvgValue20,SMA_50,Below_50DMA,Ext_Pct,Extended_20Pct,Pct_From_52W_High,Above_MA_30W,Above_MA_10W,MA10W_Above_MA30W,MA_30W_Rising,Distribution,Heavy_Distribution,Breakout,Breakout_Confirmed,SMA_150,SMA_200,SMA_200_Rising,ATR_Pct,VCP_Contractions,Contraction_Ratio,Base_Depth_Pct,Volume_DryUp,VCP_Setup,VCP_Pivot,RS_Line,RS_Line_High_52W,RS_Line_At_High,Pct_To_Pivot,RS_Score,Liquid_UI_Filter,RS_Not_Lagging,Trend_Health,TT1_Above_150_200,TT2_150_Above_200,TT3_200_Rising,TT4_50_Above_150_200,TT5_Above_50,TT6_Above_52W_Low,TT7_Near_52W_High,TT8_RS,Trend_Template_Score,Trend_Template_Pass,RS_Line_NH_Before_Price,Stage1_Readiness,Company Name,Industry,Series,Action,Action_Reason
AEGISLOG,2026-08-25,1321.5999755859375,0.8176921378629514,0.8264376396519046,0.7332751441674741,0.8321043911678618,0.8054402901426287,890.8331884096747,4.884694958079949,Stage 2 — Advancing,1265.622340782016,1497.800048828125,False,573.0465115667306,0.2787310946880282,1.5987582416963548,1530408152.3182921,1271.3252758789063,False,48.35549379848234,True,-11.763924923092773,True,True,True,True,False,False,False,False,884.59662109375,849.6547671508789,True,5.776008599180198,2,0.793950058479768,34.81455835007296,0.2779761480315378,False,1497.800048828125,0.05597248799108026,0.060258474279423956,False,13.33233024342848,96.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Aegis Logistics Ltd,Logistics,EQ,WAIT,"Stage 2 + RS 96; wait because price is more than 20% above the 30-week line (currently +48%) — the guide treats that as poor entry timing, not a failed trend."
AEGISVOPAK,2026-08-25,267.70001220703125,0.2886976278001592,0.13663909118567652,0.05077258250717609,0.03486098912345259,0.15993358368332475,225.19308795667675,1.7452287427573987,Stage 2 — Advancing,270.39424013624006,311.489990234375,False,157.88530940558778,0.17360305487340552,1.239187113582343,276439824.05271304,271.06956268310546,True,18.875767740496595,False,-14.058229606156768,True,False,True,True,False,False,False,False,224.58774993896483,231.31499153137207,True,4.36789595875888,3,0.7735295603478255,27.164532066506876,0.2517146729655933,False,311.489990234375,0.01133764830150435,0.013107963743717832,False,16.357854325937748,70.0,True,True,4,True,False,True,True,False,True,True,True,6,False,False,,Aegis Vopak Terminals Ltd,Miscellaneous,EQ,HOLD,Stage 2 + RS 70; trend/leadership is adequate without a stronger entry trigger.
AEROENTER,2026-08-25,140.74000549316406,0.43509743990130567,0.794695342761405,0.648009402558563,0.5734058209896629,0.5772610892224486,100.69993147131515,3.3619319529646363,Stage 2 — Advancing,127.79627497055951,149.5500030517578,False,62.20000076293945,0.5299833372216343,1.994454631598115,85417473.09606513,128.1990003967285,False,39.76176888785123,True,-5.891004599675398,True,True,True,True,False,False,False,False,100.17686660766601,96.33039985656738,True,5.045270903899757,2,0.5357055596267982,29.10063750209292,0.6514200840434841,True,149.5500030517578,0.005960629852341015,0.0062329525780585445,False,6.259767809247152,93.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Aeroflex Enterprises Ltd,Miscellaneous,EQ,WAIT,"Stage 2 + RS 93; wait because price is more than 20% above the 30-week line (currently +40%) — the guide treats that as poor entry timing, not a failed trend."
AEROFLEX,2026-08-25,495.75,0.19758877118981433,1.182341820468066,1.6914405828119774,1.7616926518486005,1.0061305195016546,345.7637567389501,6.067123859438972,Stage 2 — Advancing,450.5714117311964,521.4047569239144,False,157.8500633749001,0.5921443984512346,2.024529999100477,651876943.3590729,450.1577923583984,False,43.37824318998498,True,-4.9203150878920905,True,True,True,True,False,False,False,False,340.9069783528646,301.86926063537595,True,4.3411851779466994,1,1.2594614473255796,24.104237593019835,0.8666452083343581,False,521.4047569239144,0.020996036194140873,0.022086620699878618,False,5.174938360850101,97.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Aeroflex Industries Ltd,Stainless Steel,EQ,WAIT,"Stage 2 + RS 97; wait because price is more than 20% above the 30-week line (currently +43%) — the guide treats that as poor entry timing, not a failed trend."
AETHER,2026-08-25,1633.9000244140625,0.5206142619023384,0.6828715452964584,0.8312132523553517,1.1561098584504657,0.7422846359813906,1215.4119902310306,3.6593221037316326,Stage 2 — Advancing,1458.5254863664215,1692.0,False,726.4500122070312,0.5192687575573461,3.2603858423987853,627872704.7154114,1464.1419970703125,False,34.43178424654869,True,-3.4338047036606034,True,True,True,True,False,False,False,False,1208.8476700846354,1127.7065029907226,True,3.1589632558791187,3,0.3626891798472818,32.91962174940898,0.47310414872918793,True,1692.0,0.06919903993989977,0.07093474747001499,False,3.555907627014876,95.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Aether Industries Ltd,Speciality Chemicals,EQ,WAIT,"Stage 2 + RS 95; wait because price is more than 20% above the 30-week line (currently +34%) — the guide treats that as poor entry timing, not a failed trend."
AFCONS,2026-08-25,285.70001220703125,-0.050703189920344505,-0.06520104808956106,-0.2843672091628462,-0.33259624253362285,-0.1567141759253438,305.51006285784996,-1.5190522906120107,Stage 4 — Declining,291.7700656068091,476.09320955207187,False,259.1000061035156,3.3383095299483236,1.6649394376951006,337930921.0581528,291.1085919189453,True,-6.4842547134154715,False,-39.99073994862695,False,False,False,False,False,False,False,False,306.4910614013672,326.9730891418457,False,3.421420314485315,2,1.5558569316632727,20.891557624194622,0.7858626441636839,False,327.52510139519455,0.012099985470429283,0.019899006397263275,False,14.63951256601801,16.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Afcons Infrastructure Ltd,Construction - Civil/Turnkey,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
AFFLE,2026-08-25,1710.800048828125,0.1652364158319264,0.24548637102177273,0.017788103979881287,-0.1164592234227726,0.09545761664854685,1494.1150646470996,0.19353865804343506,Stage 2 — Advancing,1556.611768535539,2185.89990234375,False,1251.300048828125,0.3896307974486589,1.386100740589937,397507521.7136291,1558.2300048828124,False,14.502563377353074,False,-21.734748833019157,True,True,True,True,False,False,False,False,1497.3526635742187,1552.677498779297,False,3.3685150708964122,2,0.8654553709627155,20.46104342538719,0.36958218473849325,False,1748.199951171875,0.07245591476779281,0.09181209988687947,False,2.1861059899646706,61.0,True,True,5,True,False,False,True,True,True,True,False,5,False,False,,Affle 3i Ltd,Advertisement,EQ,HOLD,Stage 2 + RS 61; trend/leadership is adequate without a stronger entry trigger.
AFFORDABLE,2026-08-25,162.99000549316406,-0.048566879831890564,-0.14923267598203072,-0.2378302509177036,-0.5327791238598992,-0.20339516208468295,176.2660690307617,-0.10661503284915552,Stage 4 — Declining,179.25117732029335,356.79998779296875,False,119.70999908447266,0.5930702825601858,0.633007032651246,2939187.1102127074,179.38660095214843,True,-7.53183162851424,False,-54.31894308591229,False,False,True,False,True,False,False,False,176.01880009969076,185.12305027008057,False,5.267193567174104,1,2.7882601493121197,24.894416486308405,1.2232878098361109,False,213.10000610351562,0.006902963297262112,0.012468030642062328,False,30.744216774968592,10.0,False,False,1,False,False,False,False,False,True,False,False,1,False,False,,Affordable Robotic & Automation Ltd,Services - Others,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
AGARIND,2026-08-25,471.79998779296875,0.1115560707366452,-0.1436609903991075,-0.39118655350517584,-0.40498411193853445,-0.1433439028739055,499.80689697265626,-2.1459052399525613,Stage 4 — Declining,516.6588218539368,1006.0,False,360.0,0.4013886033896498,0.606328769640062,22558958.16569214,515.3799987792969,True,-5.603545959314705,False,-53.101392863522,False,False,True,False,True,False,False,False,505.90666748046874,566.270500793457,False,3.332222813550751,1,1.1732789188273103,19.526322037072696,0.1131436346227213,False,578.4500122070312,0.01998170372182833,0.042746971311163215,False,22.604923097382912,18.0,False,False,1,False,False,False,False,False,True,False,False,1,False,False,,Agarwal Industrial Corporation Ltd,Petrochem - Others,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
AGARWALEYE,2026-08-25,500.3999938964844,0.04315193071231227,0.10904250965950313,-0.011750789247181093,0.08617317264496305,0.05395375089638192,462.0320701862204,0.4290822162091201,Stage 2 — Advancing,489.60000071806064,568.0,False,401.0,0.10034057874797178,0.04933005084717608,1382373358.486966,490.62300048828126,False,8.304168949744106,False,-11.901409525266837,True,True,True,True,True,True,False,False,462.29833455403644,472.98625076293945,False,3.5907000458765594,3,0.407357402227242,22.703653702595222,51.655427467116006,False,567.75,0.021192973037616657,0.023615183743404156,False,13.459233997802178,55.0,True,True,5,True,False,False,True,True,False,True,False,4,False,False,,Dr Agarwals Health Care Ltd,Hospitals/Medical Services,EQ,REDUCE,Stage 2 + RS 55; distribution warning (U/D 0.05) triggers REDUCE.
AGI,2026-08-25,730.8499755859375,0.2257441938548217,0.31483315226474096,-0.03409773078128708,-0.22001069841415422,0.10244262215578864,621.3613011608385,0.7429700266332162,Stage 2 — Advancing,705.6696095186121,939.0,False,465.0,1.2990085639978586,1.7741853045286433,126528950.13435975,705.742001953125,False,17.620774615437163,False,-22.16720174803648,True,True,True,True,False,False,False,False,622.0423333740234,652.1720002746582,False,3.0204562119640532,2,0.9864539203321011,14.83160621761658,1.2615074530520591,False,772.0,0.03095300562761335,0.0403778862520758,False,5.630433849446548,62.0,True,True,5,True,False,False,True,True,True,True,False,5,False,False,,AGI Greenpac Ltd,Packaging - FMCG/Consumers,EQ,HOLD,Stage 2 + RS 62; trend/leadership is adequate without a stronger entry trigger.
AGIIL,2026-08-25,283.0,-0.260903618409281,-0.07922565680807092,-0.0024674380574943866,0.20364071911003712,-0.07997192251481804,328.300000647976,0.30563578284805715,Stage 1 — Basing,328.0990205652574,434.3999938964844,False,224.6999969482422,0.2228993270858194,1.2446528195850979,410147842.78706205,327.2560009765625,True,-13.798355333099588,False,-34.85266943455859,False,False,False,True,False,False,False,False,326.561667175293,312.1887503051758,True,3.3884401817264007,1,1.0210203827868247,27.064938235592535,0.5739769657746379,False,385.0,0.011985634378097564,0.0186031332901177,False,36.04240282685511,30.0,True,False,1,False,True,True,True,False,False,False,False,3,False,False,2.0,AGI Infra Ltd,Realty - Construction & Contracting,EQ,AVOID,Stage 1 + RS 30; weak RS in a basing stage is AVOID.
AHLUCONT,2026-08-25,651.75,-0.19267928916760912,-0.13532338308457714,-0.3307490718908107,-0.31990211374618094,-0.23426662941135745,808.6037672905072,-1.168681662253912,Stage 4 — Declining,819.3049017214307,1077.949951171875,False,643.5,2.360672691259538,0.2776223002502465,56219708.848968506,818.9419995117188,True,-19.398099988588648,False,-39.53800922840054,False,False,True,False,True,True,False,False,810.0063338216146,847.1404995727539,False,5.041920640343307,2,3.9941593943498983,27.288135593220336,4.1052149485966005,False,885.0,0.02760295832482363,0.04422729962016592,False,35.78826237054085,7.0,True,False,1,False,False,False,False,False,False,False,False,0,False,False,,Ahluwalia Contracts (India) Ltd,EPC,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
AIAENG,2026-08-25,4267.39990234375,0.07415421110924636,0.09082073459734863,0.11551428632695071,0.38821341702354295,0.148571372033267,4193.950351899246,0.8262834287351861,Stage 2 — Advancing,4658.37841796875,5180.0,False,2985.486170743132,0.3061405404276344,0.9113764958376691,267734307.82683104,4661.71798828125,True,1.751321410165052,False,-17.617762503016408,True,False,True,True,False,False,False,False,4179.591339518229,4088.121005859375,True,3.561550339344835,2,0.8595437646543266,18.05019305019305,0.7017432183731583,False,5180.0,0.18073319779018174,0.22097221935568148,False,21.3853896644425,68.0,True,True,4,True,True,True,True,False,True,True,False,6,False,False,,AIA Engineering Ltd,Capital Goods - Mining Equipement,EQ,HOLD,Stage 2 + RS 68; trend/leadership is adequate without a stronger entry trigger.
AIROLAM,2026-08-25,88.94999694824219,0.06348634143164444,-0.04251888603614695,-0.14790691188506044,-0.19055421382938675,-0.05080146577746106,87.9280690160291,-0.1966595694420481,Stage 3 — Topping,89.5576468075023,123.30000305175781,False,78.0,0.12014674556963832,1.593696353773261,336319.83186912537,89.6013996887207,True,1.1622317465277199,False,-27.858885039197023,True,False,True,False,False,False,False,False,88.04313334147136,91.54975002288819,False,4.079338084416971,3,0.3276819512024065,24.62873419211004,0.49438441263183086,False,111.77999877929688,0.003767216047189134,0.004915523461237804,False,25.6661074922115,36.0,False,False,2,False,False,False,False,False,False,False,False,0,False,False,,Airo Lam Ltd,Laminates,EQ,SELL,Stage 3 + RS 36; RS below 50 in Stage 3 triggers SELL.
AJANTPHARM,2026-08-25,3554.89990234375,0.16419464651173832,0.1873914714831868,0.4297250153052934,0.38356468966198753,0.2658140938947889,3076.5177503611944,2.0288158995014127,Stage 2 — Advancing,3391.7229865579043,3796.0,False,2283.1397649802702,1.0069551218978805,2.3607836367298294,391320305.7579468,3398.5225830078125,False,15.549468288502212,False,-6.351425122662013,True,True,True,True,False,False,False,False,3065.919471028646,2955.0298168945315,True,2.654484244416714,2,0.6306129884567924,20.512159787988672,0.765290770895374,False,3796.0,0.15055735152023647,0.15812316776036614,False,6.782190899307539,79.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Ajanta Pharma Ltd,Pharma - Formulators,EQ,HOLD,Stage 2 + RS 79; trend/leadership is adequate without a stronger entry trigger.
AJAXENGG,2026-08-25,570.5999755859375,-0.00635615918861554,0.1633027025197502,-0.09161831822231892,-0.17840176301520883,-0.023885939419001724,530.9944815800108,0.340541888388568,Stage 2 — Advancing,566.3107862285539,728.5,False,394.79998779296875,0.9638722606263426,0.8594690447985958,44599940.872888185,566.4460021972657,False,7.458739286343974,False,-21.674677338924162,True,True,True,True,False,False,False,False,530.7286657714844,549.2259985351562,False,3.3066693540758947,3,0.8355202968216867,18.078554068771258,1.2601836719563417,False,625.0499877929688,0.024166087220934426,0.03202161838983117,False,9.542589298416582,40.0,False,False,4,True,False,False,True,True,True,True,False,5,False,False,,Ajax Engineering Ltd,Capital Goods - EPC/Cranes,EQ,WAIT,Stage 2 + RS 40; wait because relative strength is below 50 — the trend has turned up but the stock still lags most of the universe.
AJMERA,2026-08-25,117.44000244140625,-0.10603633396922274,-0.10854715694163097,-0.4116821695518891,-0.3480774014873721,-0.21607587918386756,126.1545212105529,-2.491312503243648,Stage 4 — Declining,127.56019697002336,221.39999389648438,False,98.02999877929688,0.3733134534950005,0.5277536677264946,40762489.128292084,127.3192008972168,True,-6.907813279717534,False,-46.95573365900121,False,False,True,False,True,True,False,False,126.87073389689128,143.77595020294189,False,3.1967689559378716,3,0.5045162405917878,21.575342465753426,0.3739051419859356,False,146.0,0.004973826609984383,0.009206332429155703,False,24.31879850551182,8.0,False,False,1,False,False,False,False,False,False,False,False,0,False,False,,Ajmera Realty & Infra India Ltd,Realty - Construction & Contracting,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
AKSHARCHEM,2026-08-25,333.7200012207031,0.6597204409635826,0.5585653317340062,0.2307579152965269,0.19792442847017666,0.461337711485575,219.569451632565,2.6920900604302522,Stage 2 — Advancing,254.63803908404182,334.2900085449219,True,141.3000030517578,1.9139711786834601,5.0898007096550435,3346762.2295425413,255.4833999633789,False,51.9883566404135,True,-0.17051282109801225,True,True,True,True,False,False,True,True,219.56739969889324,226.5822998046875,True,4.741786062142261,3,1.006929788343502,38.017891156804154,1.027063058446577,False,334.2900085449219,0.014133731163567562,0.014133731163567562,True,0.1708040639259778,89.0,False,True,5,True,False,True,True,True,True,True,True,7,False,False,,AksharChem (India) Ltd,Dyes - Intermediate,EQ,WAIT,"Stage 2 + RS 89; wait because price is more than 20% above the 30-week line (currently +52%) — the guide treats that as poor entry timing, not a failed trend."
